==============================================================================================
There are 173 records found

Search criteria:
  Start: 2020-01-01		End: 2022-01-05
  0 <= ML <= 10 		0 <= Depth <= 999 		0 <= Plunge <= 90
  Realtime Solutions

File Header:
Date, Time, Latitude, Longitude, CWB Depth, ML, strike1, dip1, slip1, strike2, dip2, slip2, m11, m22, m33, m12, m13, m23, Mrr, Mtt, Mff, Mrt, Mrf, Mtf, exponentexponent, M0, Mw, Centroid_depth, CLVD, ISO, misfit, gap, nsta, Paz, Ppl, Baz, Bpl, Taz, Tpl, QC
2020-11-29,13:42:14.5,24.2000,122.2700,32.90,5.10,303.20,28.11,150.17,60.03,76.45,65.13,-8.770755,2.651015,6.119739,-1.058459,8.688803,-7.565827,6.119739,-8.770755,2.651015,8.688803,7.565830,1.058460,22,1.39485e+23,4.70,33,20.7,0.0,0.229,279.200,7,169.567,27.256,66.227,24.126,-58.940,52.132,A3
2020-12-10,05:29:38.5,23.4300,121.5700,36.30,5.30,226.50,41.74,120.60,8.09,55.04,65.57,-0.082168,-1.269434,1.293618,0.801148,-0.224725,-0.516716,1.293618,-0.082168,-1.269434,-0.224725,0.516716,-0.801148,23,1.61405e+23,4.74,31,21.7,-1.1,0.290,181.500,7,115.235,7.032,22.689,19.810,-136.142,68.880,A3
2020-12-10,13:19:58.5,24.7400,122.0300,76.80,6.70,71.01,41.85,153.96,181.01,72.97,51.17,0.042432,-0.985925,0.943493,1.350522,0.216634,1.351108,0.943493,0.042432,-0.985925,0.216634,-1.351110,-1.350520,25,2.15136e+25,6.16,86,19.4,0.0,0.260,276.800,7,-61.095,18.640,-165.728,36.831,50.273,47.208,A2
2020-12-10,18:15:08.5,24.5300,121.9900,63.20,5.60,47.97,23.46,138.58,176.95,74.73,71.97,-0.092231,-1.308042,1.400273,0.735176,0.429676,2.234804,1.400273,-0.092231,-1.308042,0.429676,-2.234800,-0.735176,23,2.74947e+23,4.90,59,14.3,0.0,0.328,236.000,7,-78.759,27.543,-178.147,17.370,63.528,56.605,B2
2020-12-26,00:28:46.5,22.6400,120.4200,33.60,4.20,206.46,24.08,-73.62,8.62,66.96,-97.18,-0.095414,1.057543,-1.043307,-0.374929,-0.110159,1.045212,-1.043307,-0.095414,1.057543,-0.110159,-1.045210,0.374929,22,1.534e+22,4.06,40,19.6,-1.7,0.634,166.100,7,-94.617,67.275,11.438,6.607,104.072,21.640,C3
2021-01-05,20:09:26.5,23.7900,121.4600,15.60,4.20,74.87,48.00,129.16,204.28,54.81,54.96,-2.278358,-1.412080,3.690438,2.432610,1.138460,2.072705,3.690438,-2.278358,-1.412080,1.138460,-2.072710,-2.432610,21,4.68101e+21,3.72,20,24.6,0.0,0.307,193.900,7,-41.713,3.767,-133.718,27.988,55.314,61.715,B3
2021-01-05,20:11:23.5,23.7900,121.4500,14.10,4.20,202.77,48.72,52.28,72.30,53.53,124.87,-1.748123,-1.428305,3.176428,2.070918,1.508125,1.222530,3.176428,-1.748123,-1.428305,1.508125,-1.222530,-2.070920,21,3.95608e+21,3.67,19,24.2,0.0,0.333,194.200,7,138.433,2.647,-130.196,27.372,43.343,62.479,B3
2021-01-07,06:01:30.5,24.4100,121.8700,20.40,4.00,206.04,37.03,-130.97,73.45,62.96,-63.68,1.613665,1.113643,-2.727307,-1.821455,-2.122542,-0.267350,-2.727307,1.613665,1.113643,-2.122542,0.267350,1.821460,21,3.67906e+21,3.65,31,12.0,0.0,0.371,275.200,5,25.993,62.379,-119.229,23.257,144.591,14.062,B2
2021-01-08,09:04:15.5,22.0500,121.7100,9.90,4.20,103.19,16.18,-99.05,292.61,74.02,-87.39,4.598679,1.570146,-6.168825,0.916304,8.037567,3.585649,-6.168825,4.598679,1.570146,8.037567,-3.585650,-0.916304,21,1.04467e+22,3.95,2,24.8,0.0,0.512,266.600,7,-153.594,60.890,111.887,2.512,20.495,28.981,C3
2021-01-09,11:35:52.5,24.7200,122.0400,72.20,5.70,38.61,25.10,126.11,179.76,69.96,74.57,-0.053155,-1.389047,1.442202,0.556233,0.238400,1.684161,1.442202,-0.053155,-1.389047,0.238400,-1.684160,-0.556233,23,2.28227e+23,4.84,80,5.6,0.0,0.281,238.700,7,-78.407,23.453,-174.839,14.477,66.157,61.965,A1
2021-01-10,03:23:29.5,23.7800,121.4500,13.90,4.90,83.81,49.22,133.82,208.06,56.88,51.25,-2.249521,-0.550993,2.800514,2.010031,0.801655,1.954075,2.800514,-2.249521,-0.550993,0.801655,-1.954080,-2.010030,22,3.88648e+22,4.33,22,24.2,0.0,0.269,205.400,7,-35.596,4.331,-128.269,31.621,61.369,58.014,A3
2021-01-16,23:10:59.5,22.5400,121.3500,20.00,5.40,340.56,46.36,42.49,218.26,60.74,127.71,1.121550,-5.239781,4.118230,0.936859,-3.542696,0.646506,4.118230,1.121550,-5.239781,-3.542696,-0.646506,-0.936859,23,6.05664e+23,5.13,26,28.7,0.0,0.340,166.200,7,-77.652,8.183,17.554,32.252,179.812,56.475,B3
2021-01-28,07:29:31.5,22.5400,120.9800,8.50,5.00,38.01,21.25,113.54,192.96,70.59,81.17,-2.669776,-5.638789,4.920185,2.131516,-0.965807,7.034302,4.920185,-2.669776,-5.638789,-0.965807,-7.034300,-2.131520,22,9.3018e+22,4.58,19,16.4,-11.4,0.453,115.700,7,-70.160,25.092,-164.088,8.323,88.942,63.378,B3
2021-01-28,08:05:04.5,22.5400,120.9700,8.30,4.10,43.51,19.50,121.44,190.54,73.46,79.54,-1.329636,-2.992993,4.322629,1.620612,-0.521710,6.064099,4.322629,-1.329636,-2.992993,-0.521710,-6.064100,-1.620610,21,7.3741e+21,3.85,18,21.8,0.0,0.508,173.600,7,-71.113,27.721,-166.445,10.027,85.558,60.219,C3
2021-02-06,10:27:23.5,22.5500,121.0000,7.80,4.20,182.25,56.96,2.72,90.76,87.72,146.93,-0.954872,0.157219,0.797653,7.417242,4.783224,-0.154879,0.797653,-0.954872,0.157219,4.783224,0.154879,-7.417240,21,8.87159e+21,3.90,15,16.3,0.0,0.247,186.800,7,141.386,20.941,-92.730,56.861,41.373,24.435,A2
2021-02-06,17:36:03.5,24.6600,122.6000,112.00,6.10,189.95,20.24,-38.15,316.34,77.66,-106.17,-1.122114,6.606450,-5.484336,2.608846,8.842841,8.111825,-5.484336,-1.122114,6.606450,8.842841,-8.111820,-2.608850,23,1.37221e+24,5.36,100,0.7,0.0,0.334,257.800,7,-153.504,54.543,-40.114,15.787,59.596,30.819,B1
2021-02-08,16:56:31.5,24.3600,122.3600,69.30,5.50,38.52,36.60,143.15,159.55,69.05,59.27,1.239215,-6.108926,4.869711,1.605426,3.945549,4.262849,4.869711,1.239215,-6.108926,3.945549,-4.262850,-1.605430,22,8.22198e+22,4.55,65,26.7,0.0,0.354,284.300,7,-88.075,18.351,171.551,28.496,30.359,55.137,B3
2021-02-08,16:58:03.5,24.3700,122.0200,23.90,5.70,325.43,55.26,139.00,81.78,57.38,42.58,-6.629145,-0.430717,2.426250,-3.341459,1.377144,-2.636544,2.426250,-6.629145,-0.430717,1.377144,2.636540,3.341460,23,6.70985e+23,5.15,31,6.9,-19.1,0.362,291.000,7,-156.832,1.245,112.184,38.329,-65.257,51.643,B3
2021-02-14,04:25:04.5,23.1300,121.4600,40.40,4.40,157.61,64.74,-9.12,251.53,81.76,-154.46,4.326154,-2.712338,0.541479,4.223076,2.171132,-2.085602,0.541479,4.326154,-2.712338,2.171132,2.085600,-4.223080,21,6.33093e+21,3.80,36,25.3,11.0,0.477,200.200,7,117.330,23.772,-91.774,63.246,22.161,11.559,B4
2021-02-17,12:07:37.5,22.9700,121.2000,5.00,4.10,226.93,23.21,131.04,3.48,72.70,74.27,-0.342015,-2.253186,2.573508,1.283445,-0.225838,-3.647935,2.573508,-0.342015,-2.253186,-0.225838,3.647930,-1.283440,21,4.57319e+21,3.71,3,9.0,-0.2,0.457,303.900,5,105.804,26.084,8.268,14.997,-108.579,59.324,B1
2021-02-17,18:38:48.5,22.2300,121.3800,19.30,5.20,341.10,38.49,50.07,208.03,61.49,117.04,0.152445,-5.631546,2.984708,0.503099,-2.072554,1.710392,2.984708,0.152445,-5.631546,-2.072554,-1.710390,-0.503099,23,5.27229e+23,5.09,27,6.9,-13.7,0.409,247.200,7,-81.201,12.474,14.331,23.545,163.078,62.991,B3
2021-03-02,09:23:00.5,21.9100,121.1300,31.20,5.80,284.14,53.25,-47.18,46.99,54.01,-132.30,1.463323,-0.404332,-1.058991,-0.516354,0.128035,0.571613,-1.058991,1.463323,-0.404332,0.128035,-0.571613,0.516354,24,1.5241e+24,5.39,42,19.7,0.0,0.460,343.000,7,-103.925,56.998,75.134,32.998,165.413,0.430,B2
2021-03-09,01:07:08.5,21.8300,121.5400,21.70,4.80,209.83,39.45,178.53,300.96,89.07,50.56,2.231850,-2.281270,0.049420,-1.025099,-2.783157,-1.226207,0.049420,2.231850,-2.281270,-2.783157,1.226210,1.025100,22,3.92355e+22,4.33,14,22.4,0.0,0.487,279.700,7,63.072,32.309,-58.267,39.434,178.205,33.886,B3
2021-03-28,06:41:18.5,24.5400,122.7700,98.70,5.20,245.42,9.24,-2.38,337.76,89.62,-99.23,-0.060582,0.123950,-0.063367,-0.188618,0.487848,1.125794,-0.063367,-0.060582,0.123950,0.487848,-1.125790,0.188618,23,1.246e+23,4.67,91,15.8,0.0,0.285,310.700,7,-121.405,44.640,-22.169,9.232,76.825,43.885,A2
2021-04-07,13:19:36.5,23.8400,121.4700,17.10,4.90,59.50,43.71,116.96,204.37,51.98,66.57,-1.465303,-1.736422,3.201725,1.534520,0.611235,1.165013,3.201725,-1.465303,-1.736422,0.611235,-1.165010,-1.534520,22,3.43399e+22,4.29,22,25.8,0.0,0.214,180.700,7,-49.254,4.337,-140.687,18.257,53.617,71.199,A3
2021-04-14,18:09:36.5,24.8300,122.0500,13.70,4.50,250.48,31.39,-51.05,27.05,66.10,-110.99,1.399137,0.962152,-2.361288,-1.585363,-0.518474,2.131086,-2.361288,1.399137,0.962152,-0.518474,-2.131090,1.585360,22,3.399e+22,4.29,2,1.8,0.0,0.373,267.800,7,-96.704,62.879,35.873,19.113,132.529,18.493,B1
2021-04-16,07:28:15.5,23.3000,121.4800,31.70,4.60,359.93,35.30,70.98,202.83,56.89,103.00,0.132224,-1.105398,0.972127,0.277917,-0.268674,0.379288,0.972127,0.132224,-1.105398,-0.268674,-0.379288,-0.277917,22,1.17707e+22,3.98,26,25.2,0.0,0.295,210.700,7,-76.493,10.999,15.643,10.855,149.202,74.450,A3
2021-04-18,14:11:39.5,23.8700,121.4900,15.00,5.80,66.65,44.82,113.32,215.36,49.66,68.52,-0.779139,-0.488485,1.267625,0.674209,0.158698,0.370196,1.267625,-0.779139,-0.488485,0.158698,-0.370196,-0.674209,24,1.35759e+24,5.36,19,8.2,0.0,0.233,183.900,7,-39.621,2.514,-130.352,16.203,58.953,73.593,A1
2021-04-18,14:14:37.5,23.8600,121.4800,13.90,6.20,71.40,49.95,130.90,198.01,54.65,52.08,-3.099450,-3.168142,6.267592,5.015256,2.326488,3.149667,6.267592,-3.099450,-3.168142,2.326488,-3.149670,-5.015260,24,8.36355e+24,5.89,22,8.5,0.0,0.219,245.200,7,-46.211,2.629,-137.734,30.079,48.311,59.782,A1
2021-04-20,07:59:41.5,23.5900,120.7300,17.20,4.30,337.16,57.31,-30.92,85.08,64.38,-143.21,1.761142,-0.362081,-1.399061,1.990804,-0.946099,0.985321,-1.399061,1.761142,-0.362081,-0.946099,-0.985321,-1.990800,21,2.90247e+21,3.58,23,10.7,0.0,0.492,129.500,7,-56.166,43.448,115.119,46.220,-150.313,4.365,B2
2021-04-27,20:27:47.5,23.1600,120.9200,5.00,4.00,146.60,38.54,-84.14,319.12,51.69,-94.65,1.003010,1.794033,-2.797043,1.409600,0.546513,0.415587,-2.797043,1.003010,1.794033,0.546513,-0.415587,-1.409600,21,2.91245e+21,3.58,3,3.7,0.0,0.301,168.400,7,-156.769,82.458,-37.990,3.647,52.432,6.593,B1
2021-04-27,21:48:02.5,23.1600,120.9200,5.00,4.10,120.76,19.82,-130.02,342.52,74.95,-76.95,0.782888,1.696397,-2.490556,1.715702,1.062843,4.257276,-2.490556,0.782888,1.696397,1.062843,-4.257280,-1.715700,21,5.20043e+21,3.75,2,4.7,-0.1,0.332,168.400,7,-89.912,58.085,159.067,12.594,62.015,28.791,B1
2021-04-27,22:10:51.5,23.1500,120.9200,5.00,4.60,153.27,33.92,-88.35,331.28,56.10,-91.11,1.095281,3.907412,-5.002693,2.041706,1.029924,1.757361,-5.002693,1.095281,3.907412,1.029924,-1.757360,-2.041710,22,5.39118e+22,4.42,2,0.9,0.0,0.301,100.900,7,-122.785,78.871,-28.099,0.921,62.081,11.090,B1
2021-04-29,14:32:59.5,21.8400,121.6700,25.90,4.60,331.29,63.05,9.28,237.06,81.74,152.75,0.977509,-1.128417,0.150908,0.562083,-0.612790,0.162271,0.150908,0.977509,-1.128417,-0.612790,-0.162271,-0.562083,23,1.35779e+23,4.69,20,5.7,0.0,0.445,285.300,7,-73.052,12.640,41.464,61.611,-169.046,24.968,B1
2021-05-07,21:24:14.5,22.7300,120.8200,5.00,4.60,86.57,21.10,-169.64,346.89,86.29,-69.21,0.288855,0.069278,-0.366044,1.807932,1.182892,4.150583,-0.366044,0.288855,0.069278,1.182892,-4.150580,-1.807930,22,4.69109e+22,4.38,1,25.7,0.0,0.497,191.000,7,-82.373,44.868,165.483,20.740,58.356,37.874,B3
2021-05-08,04:35:02.5,23.9300,121.4700,20.00,4.00,47.34,36.22,106.25,207.47,55.44,78.42,-0.994007,-1.694503,2.688510,1.313638,-0.159660,1.061237,2.688510,-0.994007,-1.694503,-0.159660,-1.061240,-1.313640,21,2.90191e+21,3.58,28,4.9,0.0,0.408,182.600,7,-54.242,9.749,-145.893,9.517,80.615,76.310,B1
2021-05-22,19:57:43.5,23.8800,121.4600,22.10,4.40,74.97,41.07,125.30,211.78,57.58,63.27,-3.156184,-0.978938,6.640026,3.317260,0.251233,3.364618,6.640026,-3.156184,-0.978938,0.251233,-3.364620,-3.317260,21,7.06349e+21,3.84,28,16.5,10.3,0.284,189.600,7,-39.457,8.856,-133.123,22.311,70.844,65.816,A3
2021-05-25,16:48:00.5,23.9500,121.4900,19.50,4.90,70.17,36.55,124.38,209.75,60.56,67.28,-2.915775,-1.823311,4.738162,2.868824,-0.343088,3.071205,4.738162,-2.915775,-1.823311,-0.343088,-3.071200,-2.868820,22,5.90917e+22,4.45,22,7.5,0.0,0.318,191.200,7,-43.995,12.739,-138.625,19.650,76.985,66.289,B1
2021-06-09,22:42:31.5,23.9100,121.5500,12.40,4.30,202.57,43.31,59.65,61.39,53.71,115.47,-0.623274,-0.816261,1.439535,0.835901,0.619960,0.187285,1.439535,-0.623274,-0.816261,0.619960,-0.187285,-0.835901,22,1.63758e+22,4.08,18,11.4,0.0,0.211,220.700,7,133.605,5.507,-134.353,20.279,29.120,68.922,A2
2021-06-11,05:12:48.5,23.9000,121.5400,11.20,5.00,206.62,45.24,62.29,63.34,51.05,115.13,-1.106104,-1.117793,2.223897,1.289652,0.750368,0.416869,2.223897,-1.106104,-1.117793,0.750368,-0.416869,-1.289650,23,2.47171e+23,4.87,17,8.8,0.0,0.216,219.100,7,135.845,3.061,-133.084,19.279,37.179,70.460,A1
2021-06-11,07:33:26.5,23.8900,121.5300,11.20,5.30,198.90,42.99,56.28,61.28,55.45,117.36,-2.186179,-3.476948,5.663128,3.577461,2.806859,0.604247,5.663128,-2.186179,-3.476948,2.806859,-0.604247,-3.577460,23,6.74623e+23,5.16,14,7.0,0.0,0.228,213.600,7,132.179,6.672,-135.078,22.243,26.438,66.674,A1
2021-06-11,08:53:47.5,23.8600,121.5700,9.30,4.20,188.48,5.50,65.80,32.78,84.99,92.26,0.036270,-1.202572,1.164514,0.651349,3.983626,-6.167405,1.164514,0.036270,-1.202572,3.983626,6.167400,-0.651349,21,7.4654e+21,3.85,15,7.0,0.0,0.283,217.300,7,120.694,39.944,-147.419,2.252,-54.736,49.967,A1
2021-06-11,08:55:19.5,23.8500,121.5600,5.00,4.10,146.74,15.54,29.79,27.87,82.35,103.57,0.574402,-1.962874,1.388471,-0.232085,2.436498,-4.131421,1.388471,0.574402,-1.962874,2.436498,4.131420,0.232085,21,5.11022e+21,3.74,4,7.2,0.0,0.523,237.100,6,106.036,35.954,-153.979,13.445,-46.910,50.839,C1
2021-06-11,21:58:58.5,22.6400,121.0800,6.90,5.30,230.02,50.91,-29.23,339.46,67.72,-137.05,-2.072069,3.716821,-2.503856,-1.644341,2.030516,1.663701,-2.503856,-2.072069,3.716821,2.030516,-1.663700,1.644340,23,4.66728e+23,5.05,18,1.6,-5.8,0.340,191.900,7,-158.197,45.550,1.607,42.635,101.186,10.245,B1
2021-06-14,15:44:52.5,23.8900,121.5300,12.30,4.00,240.69,41.96,113.51,30.36,52.18,70.26,-1.612578,-1.498421,3.110998,1.360722,-0.329674,-1.106763,3.110998,-1.612578,-1.498421,-0.329674,1.106760,-1.360720,21,3.23221e+21,3.61,17,27.8,0.0,0.468,243.800,4,134.234,5.295,42.764,15.469,-117.404,73.607,B3
2021-06-20,14:50:13.5,23.8000,121.4800,10.60,4.90,215.16,40.25,57.74,74.76,56.88,114.32,-2.325609,-0.657164,5.377025,2.471318,2.302979,0.822029,5.377025,-2.325609,-0.657164,2.302979,-0.822029,-2.471320,22,5.428e+22,4.43,15,15.3,12.6,0.224,186.800,7,147.614,8.820,-119.118,20.174,35.236,67.826,A3
2021-06-23,05:40:24.5,24.0600,121.5100,21.40,4.90,73.83,37.21,128.33,209.04,61.68,64.79,-2.748935,-1.401775,4.150710,2.233079,-0.050775,3.032852,4.150710,-2.748935,-1.401775,-0.050775,-3.032850,-2.233080,22,5.24999e+22,4.42,28,26.4,0.0,0.221,203.600,7,-42.938,13.163,-138.367,22.028,75.679,63.975,A3
2021-06-28,09:08:18.5,23.8700,121.4600,19.70,4.70,67.26,40.72,122.63,207.07,56.67,65.11,-1.134337,-0.931104,2.065441,1.355293,0.101874,1.053503,2.065441,-1.134337,-0.931104,0.101874,-1.053500,-1.355290,22,2.48333e+22,4.20,23,0.7,0.0,0.222,204.000,7,-45.414,8.478,-138.625,20.595,65.765,67.579,A1
2021-06-29,05:30:56.5,24.5200,122.2100,67.00,4.90,45.42,43.47,99.62,212.27,47.29,81.00,-0.668718,-0.939886,1.608604,0.630857,0.098099,0.210095,1.608604,-0.668718,-0.939886,0.098099,-0.210095,-0.630857,22,1.55269e+22,4.06,64,22.4,0.0,0.481,283.900,7,-51.370,1.922,-141.593,6.602,54.783,83.122,B3
2021-07-05,15:12:31.5,23.8900,121.4600,22.20,4.60,80.85,34.52,131.91,213.40,65.06,65.33,-6.958382,-1.706207,8.664590,5.785637,-2.156180,7.310419,8.664590,-6.958382,-1.706207,-2.156180,-7.310420,-5.785640,21,1.24406e+22,4.00,26,1.1,0.0,0.283,191.400,7,-38.666,16.523,-135.634,22.243,84.830,61.741,A1
2021-07-06,10:26:35.5,23.8800,121.5300,9.50,4.50,214.24,47.05,66.48,66.81,47.85,113.20,-0.853258,-0.526825,1.380082,0.834971,0.276936,0.304043,1.380082,-0.853258,-0.526825,0.276936,-0.304043,-0.834971,22,1.52362e+22,4.06,18,4.6,0.0,0.395,182.700,7,140.631,0.414,-129.242,16.984,49.276,73.011,B1
2021-07-06,19:21:45.5,23.8900,121.5900,6.60,4.20,200.26,25.33,50.21,62.92,70.81,106.85,-3.339552,-3.562647,7.337865,6.490938,9.068661,-4.020964,7.337865,-3.339552,-3.562647,9.068661,4.020960,-6.490940,21,1.33935e+22,4.02,4,25.8,1.0,0.348,220.000,7,139.952,23.996,-122.768,15.891,-2.362,60.643,B3
2021-07-07,11:24:58.5,23.9000,121.5900,7.60,5.40,197.21,21.11,29.62,79.26,79.75,108.55,-1.178496,-0.530094,1.708590,1.940894,4.697077,-0.667353,1.708590,-1.178496,-0.530094,4.697077,0.667353,-1.940890,23,5.34505e+23,5.09,3,6.9,0.0,0.407,206.200,7,153.839,32.261,-104.150,18.246,10.588,51.769,B1
2021-07-07,13:38:27.5,23.8800,121.6000,9.80,4.60,217.80,28.59,65.52,65.22,64.18,102.73,-3.144708,-1.785904,2.920852,2.448835,2.874557,-0.973057,2.920852,-3.144708,-1.785904,2.874557,0.973057,-2.448830,22,5.10017e+22,4.41,10,20.8,-11.2,0.341,215.100,7,145.769,18.236,-120.409,11.437,0.072,68.256,B4
2021-07-07,22:11:55.5,23.9000,121.5800,9.60,5.40,283.24,52.89,-158.10,179.60,72.69,-39.19,0.046340,1.717469,-1.767808,3.640839,1.092730,-2.547447,-1.767808,0.046340,1.717469,1.092730,2.547450,-3.640840,23,4.89671e+23,5.06,16,1.1,0.0,0.434,187.400,7,134.913,39.565,-20.435,47.725,-124.539,12.492,B1
2021-07-07,23:31:02.5,23.8900,121.5700,10.20,4.00,303.98,20.38,167.08,46.12,85.53,70.09,-2.422625,0.203731,-0.451617,0.452857,2.569125,-2.380414,-0.451617,-2.422625,0.203731,2.569125,2.380410,-0.452857,21,3.9407e+21,3.67,5,17.5,-18.4,0.294,202.300,7,153.764,37.430,47.731,19.842,-64.116,45.882,A4
2021-07-13,22:52:05.5,23.9500,121.6000,5.90,5.20,191.74,11.09,59.73,42.48,80.43,95.64,-0.496538,-2.416950,2.913488,1.257794,5.675934,-5.960903,2.913488,-0.496538,-2.416950,5.675934,5.960900,-1.257790,23,8.75322e+23,5.23,2,2.8,0.0,0.264,312.900,7,127.601,35.200,-138.458,5.564,-40.686,54.230,A1
2021-07-13,22:59:24.5,23.9000,121.6600,9.50,5.00,187.34,17.05,70.67,27.48,73.94,95.79,0.209090,-5.179230,4.970139,2.077895,4.080040,-7.475173,4.970139,0.209090,-5.179230,4.080040,7.475170,-2.077890,22,1.01305e+23,4.61,12,14.8,0.0,0.364,246.000,7,112.818,28.711,-154.120,5.570,-54.133,60.653,B2
2021-07-13,23:14:30.5,23.9700,121.6000,6.80,4.50,218.83,35.18,102.93,23.15,55.84,81.04,-0.772276,-2.028951,2.793726,1.196388,0.170916,-1.116034,2.793726,-0.772276,-2.028951,0.170916,1.116030,-1.196390,22,2.99417e+22,4.25,5,6.8,-0.1,0.393,222.200,7,119.572,10.421,28.202,7.407,-96.594,77.166,B1
2021-07-13,23:45:26.5,23.9300,121.6600,5.40,5.00,152.66,22.51,41.86,23.05,75.20,107.15,2.174162,-5.921272,3.747110,0.299695,3.036360,-6.785884,3.747110,2.174162,-5.921272,3.036360,6.785880,-0.299695,22,9.0704e+22,4.58,4,27.4,0.0,0.392,233.400,7,99.357,28.202,-161.464,16.567,-44.756,56.500,B3
2021-07-14,00:11:57.5,23.9500,121.6100,5.00,4.00,210.47,21.18,92.97,27.28,68.85,88.85,-0.764331,-2.122383,2.761075,1.083527,1.351268,-2.691791,2.761075,-0.764331,-2.122383,1.351268,2.691790,-1.083530,21,4.07453e+21,3.68,4,6.1,-1.0,0.384,224.000,7,118.174,23.841,27.700,1.073,-64.725,66.131,B1
2021-07-14,03:36:33.5,23.9600,121.6000,8.90,4.50,233.45,16.68,103.26,39.62,73.78,86.07,-0.743216,-0.685070,1.427471,0.839443,1.452116,-1.820441,1.427471,-0.743216,-0.685070,1.452116,1.820440,-0.839443,22,2.76713e+22,4.23,16,7.5,0.0,0.360,205.800,7,132.797,28.673,40.729,3.775,-56.116,61.033,B1
2021-07-14,12:55:33.5,23.9700,121.6200,9.00,4.10,250.39,10.06,130.04,29.91,82.32,83.49,-0.185491,-0.145254,0.334518,0.277435,0.651810,-1.153457,0.334518,-0.185491,-0.145254,0.651810,1.153460,-0.277435,22,1.38419e+22,4.03,4,9.1,0.1,0.343,222.700,7,125.674,36.990,30.787,6.452,-67.615,52.260,B1
2021-07-14,17:00:44.5,23.9200,121.6000,6.10,4.70,211.99,14.14,82.49,39.73,75.98,91.89,-0.613041,-1.094130,1.707171,0.691260,1.997171,-2.349668,1.707171,-0.613041,-1.094130,1.997171,2.349670,-0.691260,22,3.49731e+22,4.30,2,7.3,0.0,0.316,223.400,7,128.177,30.959,-140.725,1.830,-47.680,58.975,B1
2021-07-15,23:05:04.5,23.9700,121.6000,6.80,4.70,188.51,17.65,44.34,55.55,77.77,102.82,-0.167586,-0.781017,0.948603,0.584352,1.755435,-1.056442,0.948603,-0.167586,-0.781017,1.755435,1.056440,-0.584352,22,2.30392e+22,4.18,2,3.7,0.0,0.325,264.400,7,134.934,31.599,-127.211,12.524,-18.388,55.453,B1
2021-07-15,23:29:26.5,23.9700,121.6100,5.40,4.70,197.79,31.79,82.06,27.10,58.55,94.89,-0.804000,-5.051287,5.855287,2.117980,1.627581,-2.541917,5.855287,-0.804000,-5.051287,1.627581,2.541920,-2.117980,22,6.61962e+22,4.48,5,1.0,0.0,0.363,207.500,7,113.553,13.420,-155.449,4.173,-48.533,75.923,B1
2021-07-15,23:33:29.5,23.9700,121.6000,6.90,4.30,200.99,28.16,73.75,39.29,63.06,98.52,-1.586821,-4.924250,6.412089,2.912036,3.394037,-3.284254,6.412089,-1.586821,-4.924250,3.394037,3.284250,-2.912040,21,8.04527e+21,3.87,5,1.0,-0.4,0.472,220.800,7,122.974,17.640,-144.598,7.589,-32.241,70.697,B1
2021-07-15,23:33:34.5,23.9800,121.5800,8.30,4.20,194.75,37.81,73.95,34.76,53.90,102.11,-0.610405,-4.630831,5.241237,2.392118,1.500332,-1.055781,5.241237,-0.610405,-4.630831,1.500332,1.055780,-2.392120,21,5.80791e+21,3.78,5,11.6,0.0,0.539,258.100,4,116.141,8.167,-152.445,9.758,-13.121,77.223,C2
2021-07-18,11:25:42.5,24.0200,121.6500,5.00,4.20,228.47,24.29,90.23,48.21,65.71,89.89,-0.387404,-0.277193,1.233519,0.469264,0.669614,-0.599969,1.233519,-0.387404,-0.277193,0.669614,0.599969,-0.469264,22,1.37942e+22,4.03,4,7.2,12.1,0.353,213.900,7,138.296,20.710,48.260,0.095,-41.990,69.290,B2
2021-07-26,11:40:11.5,24.0200,121.6000,5.00,4.20,227.00,19.07,92.95,43.87,70.95,88.98,-5.000252,-4.828381,9.828633,4.274810,8.327020,-8.813898,9.828633,-5.000252,-4.828381,8.327020,8.813900,-4.274810,21,1.54194e+22,4.06,4,8.2,0.0,0.450,204.500,7,134.681,25.950,44.212,0.963,-47.767,64.030,B1
2021-07-29,15:21:17.5,23.9000,121.4600,20.20,4.10,68.85,14.99,147.98,189.99,82.12,77.21,-0.481517,-0.494841,0.976358,0.760659,-0.363218,3.081988,0.976358,-0.481517,-0.494841,-0.363218,-3.081990,-0.760659,21,3.30517e+21,3.62,21,14.0,0.0,0.374,258.300,4,-68.875,35.879,-168.232,12.668,85.497,51.262,B2
2021-07-29,22:55:17.5,23.8400,121.5900,5.00,4.50,183.14,34.74,63.76,34.09,59.26,107.04,-0.105811,-0.971797,1.077608,0.307834,0.503090,-0.345936,1.077608,-0.105811,-0.971797,0.503090,0.345936,-0.307834,22,1.23529e+22,4.00,4,16.5,0.0,0.389,222.700,7,111.831,12.688,-154.809,14.593,-17.576,70.473,B2
2021-08-04,21:50:44.5,24.8000,122.4500,16.70,6.10,96.64,37.47,-71.92,254.28,54.67,-103.39,4.355207,-1.117514,-4.643044,-0.483735,1.338053,-0.890420,-4.643044,4.355207,-1.117514,1.338053,0.890420,0.483735,24,4.86873e+24,5.73,10,21.4,-9.3,0.320,292.100,7,121.855,75.962,-97.886,10.883,-6.189,8.759,B4
